category,volume,issue,date,link
SCIENTIFIC AMERICAN,134,2,February 1926,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=24377694-1465-4704-B3A415ED6EC32B62
SCIENTIFIC AMERICAN,134,1,January 1926,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F0FBBA95-9C41-4AE2-8A147E7706221A95
SCIENTIFIC AMERICAN,133,6,December 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1CE7555A-8768-461A-8001FAD5AF0F1B76
SCIENTIFIC AMERICAN,133,5,November 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9731B553-4064-427D-ABC442367F9254E1
SCIENTIFIC AMERICAN,133,4,October 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B37DDB9C-3488-4478-B87B782FED57EBD4
SCIENTIFIC AMERICAN,133,3,September 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D71261D5-A17B-461E-80E0FE824C75C9CE
SCIENTIFIC AMERICAN,133,2,August 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CF810744-B8D9-4DAE-BB9D2A35F3394E7D
SCIENTIFIC AMERICAN,133,1,July 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=ABFCDE60-0E94-40F7-97C9697C00BF3BCA
SCIENTIFIC AMERICAN,132,6,June 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0033F5BB-3DDF-4902-B0B0D675732972D1
SCIENTIFIC AMERICAN,132,5,May 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=31A2AA61-A5BF-4F33-9F010001CD3402D2
SCIENTIFIC AMERICAN,132,4,April 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=51ACD6C8-26E0-4DE9-9C051799B0CBC9E4
SCIENTIFIC AMERICAN,132,3,March 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2A3AF954-85D0-4A5C-9F0AAD5CAB6D042D
SCIENTIFIC AMERICAN,132,2,February 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AF519E91-671E-4CC8-BF73B17ACCB819FC
SCIENTIFIC AMERICAN,132,1,January 1925,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0EAF12D8-0D4A-4275-9F7B11EB57064041
SCIENTIFIC AMERICAN,131,6,December 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=21D8E7CE-5B97-45A4-8AE3AA9A7D30F539
SCIENTIFIC AMERICAN,131,5,November 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A6054FFF-C5AB-44FD-85CF4F46A4B183DC
SCIENTIFIC AMERICAN,131,4,October 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=28A13BAF-B4E0-4B02-8DFF381748F389C7
SCIENTIFIC AMERICAN,131,3,September 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=07F962A8-77AB-4231-93D4DE2333AC5E69
SCIENTIFIC AMERICAN,131,2,August 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F975E8B7-7CA3-4EBC-A88E1D6FD179602A
SCIENTIFIC AMERICAN,131,1,July 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=014E8E61-A3C5-471B-A9597335C62C9D80
SCIENTIFIC AMERICAN,130,6,June 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=592091A0-86F8-4E6A-A55803C2DA5CA71C
SCIENTIFIC AMERICAN,130,5,May 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2A753C97-BD2C-4B57-BCB7BF5841BAA252
SCIENTIFIC AMERICAN,130,4,April 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=833114B7-F54B-40BA-B21F99179BC2E581
SCIENTIFIC AMERICAN,130,3,March 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BA147A98-7214-423E-A96206C6BF658C7B
SCIENTIFIC AMERICAN,130,2,February 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8E8C026D-6AFE-4928-963904DDE54690D3
SCIENTIFIC AMERICAN,130,1,January 1924,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A1934C6F-EF88-49AB-B519ED0971D59175
SCIENTIFIC AMERICAN,129,6,December 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B57A07F9-6169-4673-BB5F4468F7712C1A
SCIENTIFIC AMERICAN,129,5,November 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1197149E-15FF-4904-816ECD1D5DB5AC52
SCIENTIFIC AMERICAN,129,4,October 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DC4D4C24-D30D-49A0-B09B3F75E4EA32B9
SCIENTIFIC AMERICAN,129,3,September 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8F61B3A9-8E01-4FE7-893FB0F098919F3B
SCIENTIFIC AMERICAN,129,2,August 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2A2BD1F2-C223-4D41-8FCF8C2C1BB8EAAA
SCIENTIFIC AMERICAN,129,1,July 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0534DB9F-544E-4EB0-B7F326EA56EF1699
SCIENTIFIC AMERICAN,128,6,June 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=51099CB4-23C8-4C56-BA1916308D1234F7
SCIENTIFIC AMERICAN,128,5,May 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=48F6D55B-A8A9-400E-9CD6EC4BF3827724
SCIENTIFIC AMERICAN,128,4,April 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5BE1159C-8F5B-4E27-B567810D8987C9FC
SCIENTIFIC AMERICAN,128,3,March 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=83E2A210-692B-4DC8-B1801497A7A45B9D
SCIENTIFIC AMERICAN,128,2,February 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DFA5F00B-50E0-468C-826DE430DB086DBF
SCIENTIFIC AMERICAN,128,1,January 1923,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B7B6B73F-C36C-4158-826C710C5BA28B5A
SCIENTIFIC AMERICAN,127,6,December 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=94C7DF3F-95B3-4457-BC1C4AD596973870
SCIENTIFIC AMERICAN,127,5,November 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9E9A6756-9BBA-448C-9EB02DDC821EDE5F
SCIENTIFIC AMERICAN,127,4,October 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BF8A4614-467B-4F5A-BB4DCB194C224755
SCIENTIFIC AMERICAN,127,3,September 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AAAF7553-7094-41A8-8DAB9E1AB6F04CF7
SCIENTIFIC AMERICAN,127,2,August 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9FDA35A6-0190-4FC8-BC02BB3D7E8ADB7F
SCIENTIFIC AMERICAN,127,1,July 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D1592879-82EC-4853-AFA479EB3A26A680
SCIENTIFIC AMERICAN,126,6,June 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=777B9FBA-4566-481A-9BDC88B21075A778
SCIENTIFIC AMERICAN,126,5,May 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C46440AB-88DF-4706-9B192AC552CC44C6
SCIENTIFIC AMERICAN,126,4,April 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CA5743C8-BCB5-4B16-9968F0661EB6944B
SCIENTIFIC AMERICAN,126,3,March 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3E4633E7-BBD8-448A-A76A03A82A03BE50
SCIENTIFIC AMERICAN,126,2,February 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0E55AA2F-B198-411C-88C20214712855C8
SCIENTIFIC AMERICAN,126,1,January 1922,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=31CFA744-AE06-4B36-8009BBCBAC9A1578
SCIENTIFIC AMERICAN,125,18,December 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F369F827-684F-4011-A80FFF5D8A6F1BBE
SCIENTIFIC AMERICAN,125,17,November 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D2E35D0E-CBB3-45F3-99BCB07C7CC3B06E
SCIENTIFIC AMERICAN,125,16,October 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6BC0AA72-69F2-4FBB-8937F6C257477509
SCIENTIFIC AMERICAN,125,15,October 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=67B1C25A-D1A2-4D9E-82B4542C8314F8FB
SCIENTIFIC AMERICAN,125,14,October 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=10671D59-18C0-4751-A0083AB9009B92E7
SCIENTIFIC AMERICAN,125,13,September 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1160792A-7AC5-4F46-9EE8107240C27F1B
SCIENTIFIC AMERICAN,125,12,September 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AE6B667B-27E5-479F-B05C51E093EA8877
SCIENTIFIC AMERICAN,125,11,September 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AA0012D9-01C8-4D44-B5F6413DC23BBFCF
SCIENTIFIC AMERICAN,125,10,September 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6FD9E0FE-5A11-4331-9EF8E1F16FF8D4A8
SCIENTIFIC AMERICAN,125,9,August 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C94C4B77-8EA2-4717-A5431B202C43146E
SCIENTIFIC AMERICAN,125,8,August 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3F84F102-2543-446E-A534B5C4D3047C4F
SCIENTIFIC AMERICAN,125,7,August 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9B051A6D-A47D-409D-950D6C4AF0E4551A
SCIENTIFIC AMERICAN,125,6,August 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=62B85434-48C3-4E7C-A2BA8BCAB273F0EA
SCIENTIFIC AMERICAN,125,5,July 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=81F398BB-4D56-4108-82957564E9A8D3E7
SCIENTIFIC AMERICAN,125,4,July 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A7F85F57-DC74-4F8B-BDDDB368A5AD2CC6
SCIENTIFIC AMERICAN,125,3,July 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E43B6680-FD16-479B-ACA06DF4FA09997D
SCIENTIFIC AMERICAN,125,2,July 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D55C3D31-F2E5-45C2-958E6FA270783479
SCIENTIFIC AMERICAN,125,1,July 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C1A6D2B9-523A-4F69-B50C45C9A5F1AE69
SCIENTIFIC AMERICAN,124,26,June 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E40B44E5-FE20-41F6-BB6929BB770E7FA6
SCIENTIFIC AMERICAN,124,25,June 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1B5F9046-9ADB-4D7C-B1379877224F25B3
SCIENTIFIC AMERICAN,124,24,June 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F86B32F1-9962-49C5-859CD849A05378A0
SCIENTIFIC AMERICAN,124,23,June 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A0952C2D-D1D1-46A0-A255EAF49791073E
SCIENTIFIC AMERICAN,124,22,May 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=94D8A23A-8E64-4AF5-9839132BC755A8F4
SCIENTIFIC AMERICAN,124,21,May 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2C7127CE-09C8-469D-BCFB2B9C12FB27E2
SCIENTIFIC AMERICAN,124,20,May 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7208F71A-DFEF-4145-B1EFD07CD0901D42
SCIENTIFIC AMERICAN,124,19,May 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5A402589-DE0B-466B-A0557AFED1A7B581
SCIENTIFIC AMERICAN,124,18,April 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6DB27D58-C184-4C90-BAC23FE08715497F
SCIENTIFIC AMERICAN,124,17,April 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F592992A-5ED0-46D6-875CEFEC14028158
SCIENTIFIC AMERICAN,124,16,April 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=10D25884-5209-487F-9DA047F00DEC71B4
SCIENTIFIC AMERICAN,124,15,April 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=09B1EC10-03AA-4FE3-BB120B10675AF5F7
SCIENTIFIC AMERICAN,124,14,April 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=358646B8-A32C-44BE-A9C1060586D2AD6C
SCIENTIFIC AMERICAN,124,13,March 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=885D4174-52ED-47CB-B6B6B55DB20E55FB
SCIENTIFIC AMERICAN,124,12,March 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=01BF63A5-72C7-46E3-A71BDAEC80EAE8C1
SCIENTIFIC AMERICAN,124,11,March 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C8A93297-6244-4B71-B57BD29CEC3583C8
SCIENTIFIC AMERICAN,124,10,March 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F05A1C18-74B1-4BF9-A8A2EF36F58855B6
SCIENTIFIC AMERICAN,124,9,February 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E3A03C76-63E8-4C21-908E176D091B5291
SCIENTIFIC AMERICAN,124,8,February 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AAAFD853-E368-4EFF-ACB1E9EBEDDCED7B
SCIENTIFIC AMERICAN,124,7,February 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4277236A-903B-4F40-9A4E5CD6A0272423
SCIENTIFIC AMERICAN,124,6,February 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D519A346-F1DC-4D85-AD94A8B4855F5454
SCIENTIFIC AMERICAN,124,5,January 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8E047DB9-7D8C-44D4-9EA542A8A8AA3355
SCIENTIFIC AMERICAN,124,4,January 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EBDBA437-9223-428A-82B58CED6515908C
SCIENTIFIC AMERICAN,124,3,January 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C702049E-3C97-4213-BFB31428AC7A9D5F
SCIENTIFIC AMERICAN,124,2,January 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=333C05F4-8375-4F5B-8F244C5B995893DC
SCIENTIFIC AMERICAN,124,1,January 1921,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=07F927FD-BC76-40F3-99983983F35F4709
SCIENTIFIC AMERICAN,123,26,December 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5238A5BA-703D-4EC9-AE4724B34DA3E6F2
SCIENTIFIC AMERICAN,123,25,December 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5ACDFDA8-4D74-4DF8-A5571FF658FEF58F
SCIENTIFIC AMERICAN,123,24,December 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=358A8EED-9939-4171-9DC882937F793668
SCIENTIFIC AMERICAN,123,23,December 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CA4B2FBA-8D47-4E30-AE1CB40A0B6E2553
SCIENTIFIC AMERICAN,123,22,November 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=882A90BB-AC43-465D-B6EFACBB568A27EE
SCIENTIFIC AMERICAN,123,21,November 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9B7E82BD-34D2-49AE-9E172CBF46C9A051
SCIENTIFIC AMERICAN,123,20,November 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=669F50A1-8319-44D9-862FA39ADF05478F
SCIENTIFIC AMERICAN,123,19,November 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F5DC4C89-D5BB-4A71-AD38D5A0D2823B8E
SCIENTIFIC AMERICAN,123,18,October 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=41F14234-D394-4A3B-8DD97832F3A1E2E4
SCIENTIFIC AMERICAN,123,17,October 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=13DBF6F4-3153-41EC-A1168DA83D2B2151
SCIENTIFIC AMERICAN,123,16,October 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7ED7503A-3965-4566-B6001407667D28AA
SCIENTIFIC AMERICAN,123,15,October 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=01DEB690-A729-4D9C-8CCFE26608A58F77
SCIENTIFIC AMERICAN,123,14,October 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=200D4CA4-AE22-4790-A74C4892DA9ABE15
SCIENTIFIC AMERICAN,123,13,September 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6A1B1B16-7091-4529-87E1194C5CE27A33
SCIENTIFIC AMERICAN,123,12,September 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9DBC6A86-6892-4A88-A3E8A091E49B1A1B
SCIENTIFIC AMERICAN,123,11,September 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=87E1771B-3173-4248-84B6BBB236287F9D
SCIENTIFIC AMERICAN,123,10,September 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B64A9486-A62C-45BA-BB831269309392CB
SCIENTIFIC AMERICAN,123,9,August 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7AE6E8E8-C6C2-4F16-BA237A0AAD4A1A56
SCIENTIFIC AMERICAN,123,8,August 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=553CFD9F-0BD1-4726-9D0EB8F6253EDEE5
SCIENTIFIC AMERICAN,123,7,August 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=28B7C537-0BC4-4E92-9B3C12826E804AF5
SCIENTIFIC AMERICAN,123,6,August 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8A6C7522-9F1D-4B3A-9D93EB8EAC66689D
SCIENTIFIC AMERICAN,123,5,July 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=266F7D7B-FDF7-49F5-ABBA3AE85087AF8E
SCIENTIFIC AMERICAN,123,4,July 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=37F41221-961F-4AD7-99704E5424B645DF
SCIENTIFIC AMERICAN,123,3,July 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B283458F-33A9-4487-A55EDD08D6B4169E
SCIENTIFIC AMERICAN,123,2,July 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=628D5C31-2766-455F-B5B1DE42EC247169
SCIENTIFIC AMERICAN,123,1,July 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=56E18723-CAAF-41EA-8CAFC5C4C7D23D37
SCIENTIFIC AMERICAN,122,26,June 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E7E8B40C-5E62-463C-8B656A82959A2D0C
SCIENTIFIC AMERICAN,122,25,June 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BC1A752F-4A99-4C5C-9BBE2494C97EFD84
SCIENTIFIC AMERICAN,122,24,June 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3AFFB021-3039-4D7B-9029C6B2DB28F709
SCIENTIFIC AMERICAN,122,23,June 1920,https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B3CCBA40-C819-46C2-9A9A35A26FB8A962
